Resorts (532 Found),Avg User Rating,"Family /
Adults Only",Direct USD 2026,Direct CAD 2026,Value Ratio,AAA,Forbes,Hotel Class,Hyatt,Northstar,Deal Breakers?,Country,Area,Airport,Direct Flight,To / From Airport,Hotel Brand,Hotel Style,Amenities,Special Room Options,"Food, Beach, Party","Guaranteed
Connecting Rooms",Beds,"High
Rise",# of Rooms,Year Built,Year Renovated,Floors
Cocobay Resort,91.0,Adults Only,"$4,794.00","$6,689.33",2.29,,,4,,,,Antigua,Bolans,V.C. Bird,TRUE,0h 30m,,"Romantic, Quiet","Beach, Gym, Yoga Classes, Room Service, Snorkelling, Spa, Evening Entertainment, Wi-Fi Free","Villas, Plunge Pool Rooms",,,1 King,FALSE,50,2000,2009,1
Hotel Riu Palace Riviera Maya,91.0,Family,"$5,056.80","$7,056.03",2.18,3,,5,,7,,Mexico,Playa del Carmen,Cancun,TRUE,0h 56m,Riu,"Green, Residential Neighborhood","Beach, Kids Club, Pool Slide, Water Feature, Gym, Diving, Watersports Equipment Rentals, Nightclub, Spa, Buffet, Swim Up Bar, Snorkelling, Windsurfing, Evening Entertainment, Restaurants Don't Require Reservations",,,,2 Small Double,FALSE,460,2006,2019,3
Dreams La Romana Resort and Spa,91.0,Family,"$5,513.06","$7,692.68",2.00,4,,5,C,8,,Dominican Republic,Bayahibe,Punta Cana,TRUE,0h 48m,Hyatt,"Quiet, Ocean View","Beach, Kids Club, Teen Club, Lazy River, Pool Slide, Water Feature, Gym, Casino, Evening Entertainment, Nightclub, Spa, Babysitting, Adult Pool, Buffet, Diving, Pets Allowed, Restaurants Don't Require Reservations, Room Service, Wi-Fi Free, Waterpark For Little Kids, Waterpark For Big Kids",Swim Up Rooms,,"Can request, $60 per night",1 King or 2 Queen,FALSE,418,1997,2019,3
Hidden Beach Au Naturel Resort (Clothing optional),91.0,Adults Only,"$5,988.00","$8,355.39",1.84,,,4.5,,7,Clothing Optional,Mexico,El Dorado,Cancun,TRUE,1h 12m,Karisma,"Luxury, Boutique","Beach, Heated Pool, Gym, Swim Up Bar, Buffet, Evening Entertainment, Nightclub, Spa, Wi-Fi Free","Swim Up Rooms, Villas",,,1 King,FALSE,43,2002,2012,2
Pueblo Bonito Montecristo Estates Luxury Villas ,91.0,Family,"$10,836.00","$15,120.07",1.02,,,5,,8,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 45m,Pueblo Bonito,"Quiet, Family","Beach, Kids Club, Heated Pool, Gym, Golf Course, Room Service, Tennis, Fishing, Spa, Diving, Adult Pool, Buffet, Swim Up Bar, Wi-Fi Free","Plunge Pool Rooms, Villas",,,3 Bedrooms,FALSE,36,2005,,2
Live Aqua Punta Cana,90.8,Adults Only,"$4,897.60","$6,833.89",2.21,,,5,,NYR,,Dominican Republic,Uvero Alto,Punta Cana,TRUE,0h 37m,Fiesta Americana Travelty,"Business, Modern","Beach, Gym, Room Service, Evening Entertainment, Nightclub, Buffet, Swim Up Bar, Spa, Wi-Fi Free",Swim Up Rooms,,,1 King or 2 Double,FALSE,347,2019,,
Paradisus Playa del Carmen - Riviera Maya,90.8,Family,"$5,736.00","$8,003.76",1.88,4,Coming Soon,5,,9,,Mexico,Playa del Carmen,Cancun,TRUE,0h 49m,Melia,"Family Resort, Modern","Beach, Kids Club, Pool Slide, Water Feature, Kids Club for Under 4, Diving, Buffet, Watersports Equipment Rentals, Babysitting, Room Service, Swim Up Bar, Evening Entertainment, Nightclub, Spa, Wi-Fi Free, Waterpark For Little Kids",Swim Up Rooms,Great Food,,1 King or 2 Double,FALSE,510,2011,,4
Secrets Moxche Playa del Carmen,90.8,Adults Only,"$6,769.00","$9,445.16",1.60,5,,4.5,E,9,,Mexico,Playa del Carmen,Cancun,TRUE,0h 43m,Hyatt,"Business, Romantic","Beach, Heated Pool, Gym, Buffet, Swim Up Bar, Evening Entertainment, Nightclub, Yoga Classes, Room Service, Tennis, Spa, Restaurants Don't Require Reservations, Wi-Fi Free",Swim Up Rooms,,,1 King or 2 Double,TRUE,485,2021,,8
Garza Blanca Preserve Resort & Spa,90.8,Family,"$7,454.00","$10,400.98",1.45,4,,5,,8,,Mexico,Puerto Vallarta,Ordaz,TRUE,0h 35m,Tafer Hotels & Resorts,"Mountain View, Luxury","Beach, Kids Club, Heated Pool, Gym, Diving, Yoga Classes, Buffet, Babysitting, Adult Pool, Room Service, Snorkelling, Evening Entertainment, Pets Allowed, Spa, Wi-Fi Paid",2 Bedroom Suites,Great Food,,1 King or 2 Queen,TRUE,164,2009,,7
Marival Distinct Residences & Spa - Handwritten Collection Riviera Nayarit,90.8,Family,"$7,487.00","$10,447.02",1.44,4,,4,,7,,Mexico,Nuevo Vallarta,Ordaz,TRUE,0h 20m,Marival Resorts,"Trendy, Business","Beach, Kids Club, Teen Club, Lazy River, Pool Slide, Water Feature, Heated Pool, Gym, Diving, Buffet, Fishing, Nightclub, Babysitting, Room Service, Tennis, Evening Entertainment, Spa, Wi-Fi Paid, Waterpark For Little Kids","2 Bedroom Suites, Plunge Pool Rooms, Swim Up Rooms, Villas",,,1 King and 1 Sofa Bed,FALSE,162,2009,,6
"The Westin Reserva Conchal, an All-Inclusive Golf Resort & Spa",90.8,Family,"$9,464.14","$13,205.84",1.14,4,,4.5,,7,,Costa Rica,Brasilito,Liberia,TRUE,1h 10m,Marriott,"Modern, Family","Beach, Kids Club, Pool Slide, Water Feature, Gym, Bicycles Available, Buffet, Golf Course, Snorkelling, Watersports Equipment Rentals, Evening Entertainment, Spa, Yoga Classes, Adult Pool, Room Service, Diving, Horseback Riding, Tennis, Fishing, Nightclub, Wi-Fi Paid","2 Bedroom Suites, Adults Only Rooms, Family Suite",,,1 King or 2 Double,FALSE,406,1996,2019,2
Bahia Principe Luxury Sian Ka'an,90.7,Adults Only,"$2,830.66","$3,949.78",3.78,,,5,,7,,Mexico,Akumal,Cancun,TRUE,1h 17m,Bahia Principe,"Modern, Trendy","Beach, Gym, Golf Course, Buffet, Tennis, Evening Entertainment, Casino, Nightclub, Spa",,,,1 King or 2 Twin,FALSE,420,2010,,3
Bel Jou Hotel St Lucia,90.7,Adults Only,"$3,080.00","$4,297.69",3.47,NYR,,4,,6,,Saint Lucia,Castries,George F. L. Charles,FALSE,0h 5m,,"Quiet, Mid-Range","Buffet, Evening Entertainment, Spa, Wi-Fi Free",,,,1 King or 2 Twin,FALSE,76,1976,2017,5
Catalonia Royal La Romana - Adults Only,90.7,Adults Only,"$3,185.91","$4,445.48",3.36,3,,5,,6,,Dominican Republic,Dominicus,Punta Cana,TRUE,0h 52m,Hoteles Catalonia,"Trendy, Romantic","Beach, Gym, Tennis, Buffet, Swim Up Bar, Evening Entertainment, Spa, Wi-Fi Free",Swim Up Rooms,,,1 King or 2 Queen,FALSE,117,2017,2019,2
Catalonia Royal Tulum,90.7,Adults Only,"$3,210.48","$4,479.76",3.33,3,,5,,6,,Mexico,Xpu-Ha,Cancun,TRUE,1h 5m,,"Romantic, Modern","Beach, Gym, Diving, Buffet, Evening Entertainment, Nightclub, Spa, Fishing",,Great Beach,,1 King,FALSE,288,2000,2004,3
Melia Punta Cana Beach,90.7,Adults Only,"$3,220.00","$4,493.04",3.32,,,5,,7,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 20m,Melia,"Trendy, Modern","Beach, Gym, Bicycles Available, Yoga Classes, Swim Up Bar, Snorkelling, Watersports Equipment Rentals, Evening Entertainment, Spa, Buffet, Casino, Tennis, Wi-Fi Free",,,,1 King or 2 Single,FALSE,465,2018,2020,2
Costao Do Santinho,90.7,Family,"$3,996.78","$5,576.93",2.68,,,4.5,,6,,Brazil,Florianopolis,Hercilio Luz,FALSE,0h 51m,,"Green, Family Resort","Gym, Yoga Classes, Hiking, Tennis, Beach, Babysitting, Heated Pool, Swim Up Bar, Golf Course, Evening Entertainment, Kids Club, Spa, Buffet","2 Bedroom Suites, Villas",,,1 Queen 2 Twin,FALSE,695,1991,,10
Pueblo Bonito Emerald Bay Resort & Spa,90.7,Family,"$4,010.30","$5,595.79",2.67,4,,5,,6,,Mexico,Mazatlan,Mazatlan,FALSE,0h 38m,Pueblo Bonito,"Business, Luxury","Beach, Kids Club, Heated Pool, Gym, Tennis, Adult Pool, Room Service, Spa, Yoga Classes, Buffet, Swim Up Bar",,,,2 Double,FALSE,378,2001,,4
Playa Grande Resort & Grand Spa,90.7,Family,"$4,438.84","$6,193.76",2.41,3,,4.5,,4,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 45m,Solmar,"Value, Family Resort","Beach, Kids Club, Pool Slide, Water Feature, Heated Pool, Gym, Diving, Room Service, Snorkelling, Fishing, Babysitting, Adult Pool, Buffet, Swim Up Bar, Mini Golf, Tennis, Evening Entertainment, Spa, Wi-Fi Paid",2 Bedroom Suites,,Can't Book Two Rooms,1 King and 1 Queen Sofa Bed,TRUE,260,1998,2010,6
Pueblo Bonito Blanco Los Cabos Beach Resort,90.7,Family,"$4,648.00","$6,485.61",2.30,3,,5,,6,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 37m,Pueblo Bonito,"Classic, Mid-Range","Beach, Lazy River, Heated Pool, Gym, Diving, Buffet, Evening Entertainment, Spa, Babysitting, Snorkelling, Fishing, Kids Club",,,,2 Double,FALSE,148,1991,1999,5
Hotel Riu Palace Mexico,90.7,Family,"$4,737.60","$6,610.63",2.26,,,5,,7,,Mexico,Playa del Carmen,Cancun,TRUE,0h 57m,Riu,"Family Resort, Modern","Beach, Kids Club, Gym, Diving, Evening Entertainment, Spa, Babysitting, Buffet, Swim Up Bar, Tennis, Restaurants Don't Require Reservations",,,,1 King or 2 Small Double,FALSE,434,1999,2012,2
Iberostar Selection Paraiso Lindo,90.7,Family,"$4,778.68","$6,667.96",2.24,3,,5,,7,,Mexico,Playa Paraiso,Cancun,TRUE,0h 31m,IHG,"Mid-Range, Ocean View","Beach, Kids Club, Teen Club, Lazy River, Gym, Diving, Swim Up Bar, Evening Entertainment, Spa, Babysitting, Buffet, Golf Course, Waterpark For Big Kids, Waterpark For Little Kids","2 Bedroom Suites, Family Suite",,Yes,1 King or 2 Double,FALSE,446,2003,2023,3
Dreams Cap Cana Resort & Spa,90.7,Family,"$5,579.00","$7,784.69",1.92,,,,C,NYR,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 19m,Hyatt,"Romantic, Business","Kids Club for Under 4, Gym, Room Service, Beach, Buffet, Kids Club, Swim Up Bar, Restaurants Don't Require Reservations",,,,1 King or 2 Queen,FALSE,519,2020,,
Avila Beach Hotel,90.7,Family,"$5,721.39","$7,983.37",1.87,3,,4,,7,,Curaçao,Willemstad,Aeropuerto Hato,TRUE,0h 22m,,"Business, Green","Gym, Diving, Yoga Classes, Room Service, Snorkelling, Spa, Wi-Fi Free, Beach, Buffet, Watersports Equipment Rentals",,,,"1 King, 2 Twin or 2 Queen",FALSE,150,1949,2016,4
"Waves Resort & Spa, An Autograph Collection All-Inclusive Resort",90.7,Family,"$7,810.11","$10,897.88",1.37,3,,4,,7,,Barbados,Barbados,Grantley Adams,TRUE,0h 29m,Marriott,"Quiet, Modern","Beach, Gym, Yoga Classes, Adult Pool, Room Service, Watersports Equipment Rentals, Evening Entertainment, Buffet, Snorkelling, Spa",,,,1 King and 1 Sofa Bed,FALSE,70,1994,2016,3
Casa Dorada Los Cabos Resort & Spa,90.7,Family,"$8,015.28","$11,184.16",1.33,4,,5,,8,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 36m,,"Harbour View, Modern","Beach, Kids Club, Heated Pool, Gym, Diving, Buffet, Swim Up Bar, Hiking, Snorkelling, Spa, Yoga Classes, Room Service, Horseback Riding, Fishing, Pets Allowed",2 Bedroom Suites,,,2 Double,FALSE,181,2008,2015,7
Laluna Boutique Hotel & Villas (12+),90.7,Family,"$27,930.00","$38,972.27",0.38,,,4,,7,Children 12+,Grenada,Morne Rouge,Point Saline,FALSE,0h 8m,Design Hotels,"Quiet, Romantic","Beach, Gym, Yoga Classes, Hiking, Watersports Equipment Rentals, Evening Entertainment, Room Service, Diving, Snorkelling, Fishing, Spa, Wi-Fi Free","Villas, Beach Front Rooms, Plunge Pool Rooms",,,1 King,FALSE,16,2000,2018,
Ocaporã All Inclusive Hotel,90.3,Family,"$2,117.94","$2,955.28",4.86,,,4,,,,Brazil,Porto de Galinhas,Guararapes,FALSE,0h 44m,,"Romantic, Family","Gym, Tennis, Swim Up Bar, Spa, Beach, Adult Pool, Buffet, Evening Entertainment, Kids Club, Wi-Fi Paid",Family Suite,,,2 Queen,FALSE,207,1987,,2
Blue Diamond Luxury Boutique Hotel,90.3,Adults Only,"$2,957.15","$4,126.27",3.48,4,,5,,8,,Mexico,Playa del Carmen,Cancun,TRUE,0h 39m,,"Lagoon View, Quiet","Beach, Gym, Bicycles Available, Room Service, Snorkelling, Diving, Spa, Wi-Fi Free","Plunge Pool Rooms, Beach Front Rooms",,,1 King or 2 Double,FALSE,128,1963,2012,2
Barcelo Maya Caribe,90.3,Family,"$3,434.13","$4,791.83",3.00,NYR,,4.5,,7,,Mexico,Solidaridad,Cancun,TRUE,1h 2m,Barcelo,"Modern, Family","Beach, Kids Club, Pool Slide, Water Feature, Flowrider, Gym, Diving, Adult Pool, Swim Up Bar, Snorkelling, Fishing, Spa, Babysitting, Buffet, Mini Golf, Tennis, Evening Entertainment, Nightclub, Wi-Fi Paid, Waterpark For Little Kids",Swim Up Rooms,,,1 King or 2 Double,FALSE,414,,2014,3
Heaven At The Hard Rock Hotel Riviera Maya,90.3,Adults Only,"$7,166.95","$10,000.44",1.44,4,,5,,7,,Mexico,Puerto Aventuras,Cancun,TRUE,1h 3m,Legendary Vacation Club,"Business, Trendy","Beach, Gym, Diving, Room Service, Evening Entertainment, Nightclub, Buffet, Swim Up Bar, Tennis, Fishing, Spa, Wi-Fi Free","Swim Up Rooms, 2 Bedroom Suites",,,1 King or 2 Double,FALSE,1264,,2023,3
Sugar Bay Barbados,90.3,Family,"$8,697.44","$12,136.02",1.18,3,,4,,4,,Barbados,Barbados,Grantley Adams,TRUE,0h 22m,,"Quiet, Modern","Beach, Kids Club, Teen Club, Arcade, Gym, Diving, Yoga Classes, Swim Up Bar, Watersports Equipment Rentals, Evening Entertainment, Spa, Babysitting, Buffet, Snorkelling, Wi-Fi Free","2 Bedroom Suites, Family Suite",,Can't Book Two Rooms,1 King and 1 Sofa Bed,FALSE,138,1971,2015,3
"The House, Barbados, An Autograph Collection All-Inclusive Resort - Adults Only",90.3,Adults Only,"$9,426.76","$13,153.68",1.09,3,,3.5,,8,,Barbados,Saint James Parish,Grantley Adams,TRUE,0h 38m,Marriott,"Quiet, Modern","Beach, Gym, Yoga Classes, Snorkelling, Watersports Equipment Rentals, Spa, Buffet, Wi-Fi Free",,,,1 King,FALSE,34,2001,2017,3
Carlisle Bay Antigua,90.3,Family,"$14,611.59","$20,388.36",0.70,,,5,,9,,Antigua,Saint Mary's,V.C. Bird,TRUE,0h 35m,,"Family, Modern","Beach, Kids Club, Gym, Yoga Classes, Buffet, Snorkelling, Windsurfing, Spa, Room Service, Diving, Tennis, Babysitting, Wi-Fi Free",Beach Front Rooms,,Can't Book Two Rooms,1 King and 2 Twin,FALSE,82,2003,2018,3
Memories Jibacoa Resort,90.0,Adults Only,"$1,416.80","$1,976.94",7.06,,,4,,NYR,,Cuba,Jibacoa,Varadero,TRUE,0h 50m,Memories Hotels,"Quiet, Romantic","Beach, Gym, Diving, Buffet, Tennis, Snorkelling, Evening Entertainment, Nightclub",,,,1 or 2 Double,FALSE,250,1999,2013,2
Sol Caribe Beach,90.0,Family,"$2,037.00","$2,842.34",4.91,,,4,,NYR,,Cuba,Varadero,Varadero,TRUE,0h 27m,Melia,"Business, Mid-Range","Beach, Kids Club, Gym, Snorkelling, Watersports Equipment Rentals, Evening Entertainment, Babysitting, Buffet",Family Suite,Great Beach,,2 Double,FALSE,393,2023,,5
Escape at Nonsuch Bay Antigua - Adults Only - All Inclusive,90.0,Adults Only,"$2,745.00","$3,830.25",3.64,,,4,,,,Antigua,Freetown,V.C. Bird,TRUE,0h 37m,,"Romantic, Business","Beach, Snorkelling, Spa, Wi-Fi Free",Plunge Pool Rooms,,,1 King,FALSE,40,2019,,2
Ocean Maya Royale,90.0,Adults Only,"$2,886.10","$4,027.13",3.46,,,5,,6,,Mexico,Playa del Carmen,Cancun,TRUE,0h 38m,H10 Hotels,"Green, Bay View","Beach, Gym, Diving, Buffet, Swim Up Bar, Tennis, Fishing, Nightclub, Evening Entertainment, Spa, Wi-Fi Free",,,,1 King,FALSE,320,2003,2010,3
Hyatt Vivid Playa Del Carmen,90.0,Adults Only,"$3,224.20","$4,498.90",3.10,4,,5,C,8,,Mexico,Playa del Carmen,Cancun,TRUE,0h 50m,Hyatt,"Harbour View, Great View","Beach, Heated Pool, Gym, Yoga Classes, Room Service, Swim Up Bar, Tennis, Evening Entertainment, Buffet, Nightclub, Spa, Wi-Fi Free","Swim Up Rooms, Beach Front Rooms",Great for Parties,,1 King or 2 Queen,FALSE,524,2004,2019,3
"The Westin Porto de Galinhas, an All-Inclusive Resort",90.0,Family,"$3,331.77","$4,649.00",3.00,,,3.5,,NYR,,Brazil,Porto de Galinhas,Guararapes,FALSE,0h 49m,Marriott,"Charming, Trendy","Beach, Yoga Classes, Hiking, Adult Pool, Buffet, Swim Up Bar, Kids Club, Evening Entertainment","Plunge Pool Rooms, Villas",,,2 Queen,FALSE,187,2008,2021,4
Margaritaville Island Reserve Riviera Maya by Karisma - Adults Only,90.0,Adults Only,"$3,407.02","$4,754.00",2.94,4,,4.5,,NYR,,Mexico,Puerto Morelos,Cancun,TRUE,0h 23m,Margaritaville,"Romantic, Mid-Range","Beach, Gym, Buffet, Swim Up Bar, Evening Entertainment, Nightclub, Spa, Wi-Fi Free","Beach Front Rooms, Swim Up Rooms",,,1 King or 2 Queen,FALSE,355,2023,,5
Hotel Riu Palace Pacifico,90.0,Adults Only,"$3,515.26","$4,905.04",2.84,4,,5,,7,,Mexico,Flamingos,Ordaz,TRUE,0h 26m,Riu,"Quiet, Romantic","Beach, Buffet, Swim Up Bar, Evening Entertainment, Spa, Restaurants Don't Require Reservations","2 Bedroom Suites, Family Suite",Great for Parties,,1 King or 2 Twin,TRUE,445,2008,,9
Bahia Principe Luxury Ambar - Adults Only All Inclusive,90.0,Adults Only,"$3,599.68","$5,022.83",2.78,,,5,,7,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 27m,Bahia Principe,"Green, Quiet","Beach, Gym, Casino, Tennis, Buffet, Swim Up Bar, Diving, Evening Entertainment, Spa",Swim Up Rooms,,,1 King or 2 Full,FALSE,528,2006,2018,3
Iberostar Waves Quetzal,90.0,Family,"$3,667.36","$5,117.27",2.73,3,,5,,6,,Mexico,Playa del Carmen,Cancun,TRUE,0h 58m,IHG,"Bay View, Park View","Beach, Kids Club, Teen Club, Gym, Diving, Buffet, Swim Up Bar, Tennis, Spa, Babysitting, Evening Entertainment, Wi-Fi Free, Waterpark For Little Kids","2 Bedroom Suites, Beach Front Rooms, Family Suite",,Yes,1 King or 2 Double,FALSE,350,1997,2015,3
Iberostar Waves Tucán,90.0,Family,"$3,952.59","$5,515.27",2.53,3,,5,,6,,Mexico,Playa del Carmen,Cancun,TRUE,0h 58m,IHG,"Park View, Family","Beach, Kids Club, Teen Club, Gym, Diving, Evening Entertainment, Babysitting, Buffet, Swim Up Bar, Tennis, Spa, Waterpark For Little Kids","2 Bedroom Suites, Family Suite, Beach Front Rooms",,Yes,1 King or 2 Double,FALSE,350,1997,,3
Club Med Rio Das Pedras,90.0,Family,"$4,801.62","$6,699.96",2.08,,,4.5,,6,,Brazil,Mangaratiba,Jacarepaguá,FALSE,1h 35m,Club Med,"Quiet, Family","Gym, Adult Pool, Hiking, Nightclub, Kids Club, Spa, Beach, Buffet, Swim Up Bar, Tennis, Evening Entertainment, Babysitting, Wi-Fi Paid",,,,1 King and 2 Single,FALSE,324,1987,1993,
The Royal Haciendas All Suites Resort & Spa,90.0,Family,"$5,214.50","$7,276.08",1.92,,,4.5,,6,,Mexico,Playa del Carmen,Cancun,TRUE,0h 44m,,"Green, Family","Beach, Kids Club, Teen Club, Pool Slide, Water Feature, Heated Pool, Gym, Swim Up Bar, Diving, Snorkelling, Nightclub, Spa, Buffet, Tennis, Evening Entertainment, Wi-Fi Free, Waterpark For Little Kids","2 Bedroom Suites, Beach Front Rooms",,,2 Double,FALSE,207,2006,2020,
Secrets The Vine Cancun,90.0,Adults Only,"$5,278.00","$7,364.68",1.89,4,,5,C,9,,Mexico,Cancun,Cancun,TRUE,0h 21m,Hyatt,"Trendy, Luxury","Beach, Heated Pool, Gym, Diving, Buffet, Evening Entertainment, Nightclub, Room Service, Spa, Restaurants Don't Require Reservations, Wi-Fi Free",,Great Food,,1 King or 2 Double,TRUE,497,2012,2020,18
Iberostar Selection Paraiso Maya Suites,90.0,Family,"$5,988.78","$8,356.47",1.67,4,,5,,6,,Mexico,Playa Paraiso,Cancun,TRUE,0h 31m,IHG,"Business, Modern","Beach, Kids Club, Teen Club, Lazy River, Gym, Diving, Swim Up Bar, Babysitting, Buffet, Golf Course, Evening Entertainment, Spa, Waterpark For Little Kids, Waterpark For Big Kids","2 Bedroom Suites, Family Suite",,Yes,1 King or 2 Double,FALSE,434,2005,2023,3
Grand Solmar Pacific Dunes Golf & Spa,90.0,Family,"$7,327.65","$10,224.67",1.36,,,4,,7,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 42m,Solmar,"Lagoon View, Trendy","Beach, Kids Club, Heated Pool, Gym, Golf Course, Yoga Classes, Swim Up Bar, Hiking, Babysitting, Adult Pool, Room Service, Snorkelling, Evening Entertainment, Spa, Waterpark For Big Kids",2 Bedroom Suites,,Can't Book Two Rooms,1 King and 1 Queen Murphy Bed,FALSE,127,2017,2019,5
"Treasure Beach Art Hotel, Barbados, An Autograph Collection All-Inclusive Resort",90.0,Adults Only,"$7,431.76","$10,369.94",1.35,3,,4,,NYR,,Barbados,Saint James Parish,Grantley Adams,TRUE,0h 32m,Marriott,"Mid-Range, Boutique","Beach, Gym, Yoga Classes, Buffet, Snorkelling, Evening Entertainment, Room Service, Watersports Equipment Rentals, Wi-Fi Free",,,,1 King and 1 Sofa Bed,FALSE,35,1977,2017,3
Club Med Punta Cana,90.0,Family,"$7,947.90","$11,090.14",1.26,,,4,,7,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 7m,Club Med,"Family, Family Resort","Beach, Kids Club, Teen Club, Kids Club for Under 4, Gym, Buffet, Diving, Tennis, Babysitting, Adult Pool, Mini Golf, Evening Entertainment, Nightclub, Spa, Water Feature, Waterpark For Little Kids",Family Suite,,Can't Book Two Rooms,1 Queen 2 Twin,FALSE,631,1981,2025,3
Amanyara - (Beverages not included),90.0,Family,"$49,578.00","$69,178.91",0.20,,4,5,,9,Beverages not included,Turks and Caicos,Wheeland,Providenciales,TRUE,0h 26m,,"Quiet, Modern","Beach, Spa, Gym, Tennis, Watersports Equipment Rentals, Wi-Fi Free","Villas, Plunge Pool Rooms, 2 Bedroom Suites",,,2 King,FALSE,56,2005,2023,
Charela Inn,90.0,Family,,,,,,3.5,,4,,Jamaica,Negril,Sangster,TRUE,1h 30m,,"Mid-Range, Bay View","Beach, Room Service, Evening Entertainment, Snorkelling, Wi-Fi Free",Family Suite,,Yes,1 King and 1 Bunk Bed,FALSE,59,1975,2018,2
Ventus Ha' at Marina El Cid Spa & Beach Resort,89.8,Family,"$3,327.35","$4,642.83",2.95,,,4,,7,,Mexico,Puerto Morelos,Cancun,TRUE,0h 29m,El Cid Resorts,"Business, Charming","Kids Club, Teen Club, Pool Slide, Water Feature, Gym, Snorkelling, Spa, Bicycles Available, Watersports Equipment Rentals, Beach, Wi-Fi Paid","2 Bedroom Suites, Family Suite",,,1 King and 1 Queen Murphy,TRUE,150,2021,,5
Majestic Colonial Punta Cana,89.8,Family,"$4,795.98","$6,692.09",2.04,,,5,,8,,Dominican Republic,Bavaro,Punta Cana,TRUE,0h 26m,Majestic Resorts,"Great View, Classic","Beach, Kids Club, Pool Slide, Water Feature, Gym, Casino, Buffet, Tennis, Nightclub, Babysitting, Adult Pool, Swim Up Bar, Diving, Evening Entertainment, Spa, Waterpark For Little Kids","Adults Only Rooms, Swim Up Rooms",,,1 King or 2 Queen,FALSE,658,2005,2017,4
Bahia Principe Luxury Bouganville,89.7,Adults Only,"$2,438.10","$3,402.02",3.98,,,5,,7,,Dominican Republic,El Soco,Punta Cana,TRUE,1h 16m,Bahia Principe,"Modern, Quiet","Beach, Gym, Casino, Swim Up Bar, Golf Course, Evening Entertainment, Spa, Buffet, Tennis, Nightclub",,,,1 King or 2 Full,FALSE,412,2013,,3
Las Brisas Huatulco,89.7,Family,"$3,687.45","$5,145.30",2.63,3,,3.5,,7,,Mexico,Huatulco,Huatulco,TRUE,0h 24m,,"Park View, Mountain View","Wi-Fi Free, Room Service, Beach, Gym, Kids Club, Evening Entertainment, Tennis, Adult Pool, Watersports Equipment Rentals, Buffet, Water Feature",Family Suite,,,2 Queen,FALSE,494,1986,2015,3
Secrets Playa Esmeralda Resort & Spa,89.7,Adults Only,"$3,731.00","$5,206.07",2.60,,,5,C,,,Dominican Republic,Miches,Punta Cana,TRUE,1h 25m,Hyatt,,"Gym, Buffet, Spa, Room Service, Restaurants Don't Require Reservations, Beach",Swim Out/Plunge Pool Rooms,,,1 King or 2 Double,FALSE,500,2025,,4
Couples Swept Away (Couples only),89.7,Adults Only,"$4,515.00","$6,300.03",2.15,,,5,,8,Couples Only,Jamaica,Negril,Sangster,TRUE,1h 20m,Couples Resorts,"Luxury, Romantic","Beach, Gym, Fishing, Spa, Yoga Classes, Buffet, Swim Up Bar, Diving, Snorkelling, Tennis, Evening Entertainment, Nightclub",Beach Front Rooms,"Great Beach, Great Food",,1 King,FALSE,312,1990,2013,3
The Royal Sands All Suites Resort & Spa,89.7,Family,"$5,185.39","$7,235.46",1.87,,,5,,6,,Mexico,Cancun,Cancun,TRUE,0h 21m,Royal Resorts,"Centrally Located, Family","Beach, Kids Club, Heated Pool, Gym, Tennis, Fishing, Babysitting, Buffet, Swim Up Bar, Diving, Snorkelling, Wi-Fi Free","2 Bedroom Suites, Beach Front Rooms",,,1 King and 2 Single Murphy,TRUE,340,2000,,8
